country_code,country,continent,publications,cited_by_count,institutions,authors
US,United States,North America,16,20803,"Aaron Marcus and Associates; Alibaba Group (United States); Aston University; Baidu (China); Birkbeck, University of London; Birmingham City University; Bocconi University; Bournemouth University; Capgemini (United Kingdom); Center for Environmental Health; Chongqing University; City University of Hong Kong; College of Charleston; Copenhagen Business School; Coventry University; Cranfield University; Cyprus University of Technology; DEVCOM Army Research Laboratory; Dana-Farber Cancer Institute; DePaul University; Delft University of Technology; ETH Zurich; FORTH Institute of Computer Science; Fore School of Management; Foundation for Research and Technology Hellas; Foundry (United Kingdom); Free University of Bozen-Bolzano; Fresenius (Germany); Friedrich-Alexander-Universität Erlangen-Nürnberg; George Washington University; Georgia State University; Google (United States); Government of Tamil Nadu; Greensboro College; Grenoble Ecole de Management; Hebrew University of Jerusalem; Heidelberg University; Helmholtz Zentrum München; Hong Kong Polytechnic University; Huawei Technologies (China); Humans and management in society; Hunter Water; IBM (United States); Indian Institute of Management Ahmedabad; Indian Institute of Management Bangalore; Indian Institute of Management Tiruchirappalli; Indian Institute of Technology Delhi; Indiana University Bloomington; Institut Européen de Gestion; Institute for Learning Innovation; Institute for Scientific Interchange; Intel (United States); King Abdulaziz University; King Fahd University of Petroleum and Minerals; King's College London; King's College School; Kyushu University; Laboratoire d'Economie et de Management de Nantes Atlantique; Lancaster University; Leiden University; Liverpool John Moores University; Loughborough University; Loyola University Chicago; Massachusetts Institute of Technology; Mid Sweden University; Middle Georgia State College; Missouri University of Science and Technology; Monash Institute of Medical Research; Monash University; Montpellier Business School; NEOMA Business School; NIIT (India); National Center for Tumor Diseases; National Institute of Technology Tiruchirappalli; National Research Tomsk State University; National Tsing Hua University; Newcastle University; Northeastern University; Northumbria University; Northwestern University; Norwegian University of Science and Technology; Oklahoma State University; Old Dominion University; Prin. L. N. Welingkar Institute of Management Development and Research; Purdue University West Lafayette; Queen's University Belfast; RWTH Aachen University; Rutgers, The State University of New Jersey; SINTEF; SINTEF Digital; SKEMA Business School; San Jose State University; Sapienza University of Rome; Simon Fraser University; SoarTech (United States); Sultan Qaboos University; Swansea University; Symbiosis International University; TBS Education; TU Wien; Technical University of Munich; Technische Universität Dresden; Technische Universität Ilmenau; The Open University of Japan; Tilburg University; Tokyo City University; Tokyo University of Science; Tomsk Polytechnic University; Towson University; Training Programs in Epidemiology and Public Health Interventions Network; Trinity College Dublin; Tsinghua University; Tulane University; UNSW Sydney; United States Army Futures Command; Universidad de Zaragoza; University Alliance; University College Birmingham; University Hospital Carl Gustav Carus; University Hospital Heidelberg; University of Applied Sciences Ravensburg-Weingarten; University of Arizona; University of Arkansas at Fayetteville; University of Bath; University of Bedfordshire; University of Birmingham; University of Bologna; University of Bradford; University of Bristol; University of California, Merced; University of Central Florida; University of Chicago; University of Colorado Boulder; University of Crete; University of Detroit Mercy; University of East Anglia; University of Eastern Finland; University of Edinburgh; University of Essex; University of Glasgow; University of Gothenburg; University of Greenwich; University of Johannesburg; University of Louisville; University of Manchester; University of Massachusetts Boston; University of Minnesota; University of North Carolina at Charlotte; University of North Carolina at Greensboro; University of Otago; University of Reading; University of Sheffield; University of South Florida; University of Southern California; University of Strathclyde; University of Warwick; University of Washington; University of York; University of the West of England; Utrecht University; Vienna University of Economics and Business; Virginia Tech; Western University; Worcester Polytechnic Institute; World Academy of Art and Science; Wright State University",Aaron Marcus; Abbas Mardani; Abbas Moallem; Abdullah M. Baabdullah; Adil Rasheed; Adil S. Al-Busaidi; Albert-Ĺaszló Barabási; Aled Eirug; Alessandro Vespignani; Alex Koohang; Alexander M. Petersen; Alexander Richter; Anand Jeyaraj; Andrew J. Knoblich; Andri Ioannou; Angelo S. DeNisi; Annie Tubadji; Arpan Kumar Kar; Arup Varma; Ashish Malik; Banita Lal; Bernd Carsten Stahl; Biagio Lucini; Bianca Kronemann; Brian Uzzi; Cali Fidopiastis; Carl T. Bergstrom; Carlos Flavián; Charmi Patel; Chiara Maria Lavinia Löffler; Christina Lubinski; Constantine Stephanidis; Crispin Coombs; Daniel Muzio; Daron Acemoğlu; Dashun Wang; David A. Ellis; David Guest; David J. Teece; Denis Dennehy; Dimitrios Buhalis; Dirk Helbing; Don Harris; Dylan Schmorrow; Elvira Ismagilova; Emma Slade; Emmanuel Mogaji; Erin Leahey; Fang Lee Cooke; Fevzi Okumus; Filippo Radicchi; Fiona Fui‐Hoon Nah; Fiona R. Kolbinger; Frantz Rowe; Gabriele Meiselwitz; Gareth H. Davies; Gavriel Salvendy; Gazi Islam; Geoffrey Wood; Gert Aarts; Gesualdo Scutari; Giampaolo Viglia; Gino Fragomeni; Greg J. Bamber; Gregory Patrick Veldhuizen; Hanaa Albanna; Hannah Sophie Muti; Hans d’Orville; Hatice Kizgin; Heidi Krömker; Herman Aguinis; Hirohiko Mori; Ilias O. Pappas; Indranil Bose; Iris Junglas; Jaap Paauwe; Jak Spencer; Jakob Nikolas Kather; James A. Evans; James Faulconbridge; James R. Lewis; Jan Clusmann; Jan Pries‐Heje; Janarthanan Balakrishnan; Jang Bahadur Singh; Jan‐Niklas Eckardt; Jeanne M. David; Jeretta Horn Nord; Jessie Y. C. Chen; Jia Zhou; Jianming Dong; Jochen Wirtz; John S. Edwards; Jose R. Beltran; Juho Pesonen; Julia Neidhardt; Julie Gore; Kai R. Larsen; Katy Börner; Keng Siau; Kenneth Le Meunier‐FitzHugh; Kuttimani Tamilmani; Kyeong‐Ah Jeong; Laurence Brooks; Laurie Hughes; Lemuria Carter; Leslie Caroline Le Meunier-FitzHugh; Limin Paul Fu; Ling Li; Ludo Waltman; M. N. Ravishankar; Manju Ahuja; Manoj Tiwari; Marcello Mariani; Margherita Antona; Margherita Pagani; Marijn Janssen; Mark N. K. Saunders; Markus Zanker; Masaaki Kurosu; Matthias Fuchs; Mei‐Chih Hu; Michael D. Williams; Michael Park; Michael Wade; Michaela Unger; Michelle Greenwood; Mousa Ahmad Albashrawi; Narmin Ghaffari Laleh; Neeraj Pandey; Niall MacKenzie; Nir Kshetri; Nishith Pathak; Norbert Streitz; Nripendra P. Rana; Olivia Brown; Omer San; P. Vigneswara Ilavarasan; Panayiotis Zaphiris; Paolo Quattrone; Pascual Restrepo; Paul Boselie; Paul Hibbert; Paul Jones; Paul Latreille; Paul Walton; Pawan Budhwar; Pei‐Luen Patrick Rau; Prasanta Kumar Dey; Rahul Dé; Ramakrishnan Raman; Rameshwar Dubey; Renate E. Meyer; Riikka M. Sarala; Rob Law; Robert M. Davison; Roberta Sinatra; Robin Gauld; Rodolfo Baggio; Rohita Dwivedi; Rony Medaglia; Rosalie L. Tung; Russell J. Funk; Ryan Wright; Sakae Yamamoto; Samuel Ribeiro‐Navarrete; Sangeeta Khorana; Santo Fortunato; Santosh K. Misra; Sascha Kraus; Savvas Papagiannidis; Scott W. Cunningham; Sergio Barbarossa; Shin’ichi Konomi; Shuang Ren; Siobhán O’Connor; Sophia J. Wagner; Sophie-Caroline Schwarzkopf; Soumyadeb Chowdhury; Spyridon Samothrakis; Sriparna Basu; Stavroula Ntoa; Staša Milojević; Stefania Sardellitti; Stephanie Decker; Steven G. Rogelberg; Sujeet Kumar Sharma; Suk Hi Kim; Sunil Mithas; Suprateek Sarker; Sven Laumer; Sven‐Volker Rehm; Tammar B. Zilber; Tegwen Malik; Tom Crick; Trond Kvamsdal; Ulrike Gretzel; Varun Grover; Vassilis Galanos; Vijay Pereira; Vincent G. Duffy; Vishnupriya Raghavan; Viswanath Venkatesh; Wentao Wang; Wil van der Aalst; Wolfram Höepken; Xiaowen Fang; Xu Min; Yanqing Duan; Yinni Guo; Yogesh K. Dwivedi; Yves Barlette; Zheng Xiang; Zunamys I. Carrero
GB,United Kingdom,Europe,12,16470,"Aaron Marcus and Associates; Adam Smith Institute; Alibaba Group (United States); Association Française de Normalisation; Aston University; Baidu (China); Birkbeck, University of London; Birmingham City University; Bournemouth University; Capgemini (United Kingdom); Centre Hospitalier Guillaume Régnier; Chongqing University; City University of Hong Kong; College of Charleston; Copenhagen Business School; Coventry University; Cranfield University; Cyprus University of Technology; DEVCOM Army Research Laboratory; DePaul University; Delft University of Technology; FORTH Institute of Computer Science; Fore School of Management; Foundation for Research and Technology Hellas; Foundry (United Kingdom); Free University of Bozen-Bolzano; Friedrich-Alexander-Universität Erlangen-Nürnberg; George Washington University; Georgia State University; Google (United States); Government of Tamil Nadu; Greensboro College; Grenoble Ecole de Management; Hebrew University of Jerusalem; Huawei Technologies (China); Humans and management in society; Hunter Water; IBM (United States); Indian Institute of Management Ahmedabad; Indian Institute of Management Bangalore; Indian Institute of Management Tiruchirappalli; Indian Institute of Technology Delhi; Institut Européen de Gestion; Intel (United States); King Abdulaziz University; King Fahd University of Petroleum and Minerals; King's College London; King's College School; Kyushu University; Laboratoire d'Economie et de Management de Nantes Atlantique; Laboratoire de Psychologie et d’Ergonomie Appliquées; Lancaster University; Liverpool John Moores University; Loughborough University; Loyola University Chicago; Middle Georgia State College; Missouri University of Science and Technology; Monash Institute of Medical Research; Monash University; Montpellier Business School; NEOMA Business School; NIIT (India); National Institute of Technology Tiruchirappalli; National Tsing Hua University; Newcastle University; Northumbria University; Oklahoma State University; Prin. L. N. Welingkar Institute of Management Development and Research; Purdue University West Lafayette; Queen's University Belfast; Rutgers, The State University of New Jersey; SKEMA Business School; San Jose State University; Simon Fraser University; SoarTech (United States); Sultan Qaboos University; Swansea University; Symbiosis International University; TBS Education; Technische Universität Ilmenau; The Open University of Japan; Tilburg University; Tokyo City University; Tokyo University of Science; Towson University; Training Programs in Epidemiology and Public Health Interventions Network; Trinity College Dublin; Tsinghua University; Tulane University; UNSW Sydney; United States Army Futures Command; Universidad de Zaragoza; Universitat Politècnica de València; Universitat de València; University Alliance; University College Birmingham; University of Arkansas at Fayetteville; University of Bath; University of Bedfordshire; University of Birmingham; University of Bologna; University of Bradford; University of Bristol; University of Central Florida; University of Colorado Boulder; University of Crete; University of East Anglia; University of Edinburgh; University of Essex; University of Glasgow; University of Gothenburg; University of Greenwich; University of Johannesburg; University of Louisville; University of Manchester; University of North Carolina at Charlotte; University of North Carolina at Greensboro; University of Otago; University of Oxford; University of Reading; University of Sheffield; University of South Florida; University of Strathclyde; University of Warwick; University of York; University of the West of England; Université Gustave Eiffel; Université Paris Cité; Utrecht University; Vecima Technology (United Kingdom); Vienna University of Economics and Business; Western University; Worcester Polytechnic Institute; Wright State University","Aaron Marcus; Abbas Mardani; Abbas Moallem; Abdullah M. Baabdullah; Adil S. Al-Busaidi; Aled Eirug; Alex Koohang; Alexander Richter; Alexandra Weinmann; Anand Jeyaraj; Anaëlle Camarda; Andersen, Nikki; Andrew J. Knoblich; Andri Ioannou; Angelo S. DeNisi; Annie Tubadji; Anol Bhattacherjee; Arpan Kumar Kar; Arup Varma; Ashish Malik; Banita Lal; Bernd Carsten Stahl; Biagio Lucini; Bianca Kronemann; Branden Thornhill-Miller; Cali Fidopiastis; Carlos Flavián; Charmi Patel; Christina Lubinski; Constantine Stephanidis; Crispin Coombs; Cyrille Feybesse; Daniel Muzio; Daniel Sundquist; David A. Ellis; David Guest; Denis Dennehy; Dimitrios Buhalis; Dominic Chalmers; Don Harris; Dylan Schmorrow; Elvira Ismagilova; Emma Slade; Emmanuel Mogaji; Fang Lee Cooke; Fevzi Okumus; Fiona Fui‐Hoon Nah; Florence Mourey; Florent Vinchon; Frantz Rowe; Frederiks, Anita; Gabriele Meiselwitz; Gareth H. Davies; Gavriel Salvendy; Gazi Islam; Geoffrey Wood; Gert Aarts; Giampaolo Viglia; Gino Fragomeni; Greg J. Bamber; Hanaa Albanna; Hatice Kizgin; Heidi Krömker; Herman Aguinis; Hirohiko Mori; Ilias O. Pappas; Indranil Bose; Iris Junglas; Isa Machado; Jaap Paauwe; Jak Spencer; James Faulconbridge; James R. Lewis; Jan Pries‐Heje; Janarthanan Balakrishnan; Jang Bahadur Singh; Jean‐Marie Burkhardt; Jeretta Horn Nord; Jessie Y. C. Chen; Jia Zhou; Jianming Dong; Jochen Wirtz; John S. Edwards; Jose R. Beltran; Julie Gore; Kai R. Larsen; Keng Siau; Kenneth Le Meunier‐FitzHugh; Kuttimani Tamilmani; Kyeong‐Ah Jeong; Laurence Brooks; Laurie Hughes; Lemuria Carter; Leslie Caroline Le Meunier-FitzHugh; Limin Paul Fu; M. N. Ravishankar; Manju Ahuja; Manoj Tiwari; Marcello M. Mariani; Marcello Mariani; Margherita Antona; Margherita Pagani; Marijn Janssen; Mark N. K. Saunders; Masaaki Kurosu; Maxence Mercier; Mei‐Chih Hu; Michael D. Williams; Michael Wade; Michelle Greenwood; Mousa Ahmad Albashrawi; Myriam Augereau-Landais; Neeraj Pandey; Niall MacKenzie; Nir Kshetri; Nishith Pathak; Norat Roig‐Tierno; Norbert Kailer; Norbert Streitz; Nripendra P. Rana; Nuria Chaparro‐Banegas; Olivia Brown; P. Vigneswara Ilavarasan; Panayiotis Zaphiris; Paolo Quattrone; Paul Boselie; Paul Hibbert; Paul Jones; Paul Latreille; Paul Walton; Pawan Budhwar; Pei‐Luen Patrick Rau; Prasanta Kumar Dey; Rahul Dé; Ramakrishnan Raman; Rameshwar Dubey; Renate E. Meyer; Riikka M. Sarala; Robert M. Davison; Robin Gauld; Rohita Dwivedi; Rony Medaglia; Rosalie L. Tung; Rowling, Samara; Ryan Wright; Sakae Yamamoto; Samira Bourgeois‐Bougrine; Samuel Ribeiro‐Navarrete; Sangeeta Khorana; Santosh K. Misra; Sara Carter; Sascha Kraus; Savvas Papagiannidis; Scott W. Cunningham; Shin’ichi Konomi; Shuang Ren; Siobhán O’Connor; Soumyadeb Chowdhury; Spyridon Samothrakis; Sriparna Basu; Stavroula Ntoa; Stephanie Decker; Stephanie El Hayek; Steven G. Rogelberg; Sujeet Kumar Sharma; Sunil Mithas; Suprateek Sarker; Sven Laumer; Sven‐Volker Rehm; Tammar B. Zilber; Tegwen Malik; Tiffany Morisseau; Todd Lubart; Toleman, Mark; Tom Crick; Varun Grover; Vassilis Galanos; Vijay Pereira; Vincent G. Duffy; Vishnupriya Raghavan; Viswanath Venkatesh; Vittoria Magrelli; Wentao Wang; Wil van der Aalst; Xiaowen Fang; Yanqing Duan; Yinni Guo; Yogesh K. Dwivedi; Yves Barlette"
IT,Italy,Europe,8,9209,"Aston University; Bocconi University; Bournemouth University; City University of Hong Kong; College of Charleston; Dana-Farber Cancer Institute; Delft University of Technology; ETH Zurich; Erasmus Hospital; Fore School of Management; Free University of Bozen-Bolzano; Friedrich-Alexander-Universität Erlangen-Nürnberg; Georgia State University; Hong Kong Polytechnic University; Humans and management in society; Indian Institute of Management Ahmedabad; Indian Institute of Management Bangalore; Indian Institute of Technology Delhi; Indiana University Bloomington; Institute for Scientific Interchange; King Abdulaziz University; King Fahd University of Petroleum and Minerals; Laboratoire d'Economie et de Management de Nantes Atlantique; Leiden University; Liverpool John Moores University; Mid Sweden University; Middle Georgia State College; Montpellier Business School; NIIT (India); National Institute of Technology Tiruchirappalli; National Research Tomsk State University; National Tsing Hua University; Northeastern University; Northumbria University; Northwestern University; Oklahoma State University; Prin. L. N. Welingkar Institute of Management Development and Research; Purdue University West Lafayette; SKEMA Business School; Sapienza University of Rome; Sultan Qaboos University; Swansea University; Symbiosis International University; TBS Education; TU Wien; Tomsk Polytechnic University; UNSW Sydney; Universidad de Zaragoza; Universitat Politècnica de València; Universitat de València; University of Applied Sciences Ravensburg-Weingarten; University of Arkansas at Fayetteville; University of Bedfordshire; University of Bologna; University of Bristol; University of California, Merced; University of Chicago; University of Colorado Boulder; University of Eastern Finland; University of Greenwich; University of Johannesburg; University of Louisville; University of Manchester; University of Milan; University of North Carolina at Greensboro; University of Otago; University of Reading; University of Sheffield; University of South Florida; University of Southern California; University of Strathclyde; University of Washington; Université Libre de Bruxelles; Virginia Tech; Worcester Polytechnic Institute; Wright State University",Abbas Mardani; Abdullah M. Baabdullah; Adil S. Al-Busaidi; Albert-Ĺaszló Barabási; Alberto Giovanni Gerli; Alessandro Vespignani; Alex Koohang; Alexander M. Petersen; Alexander Richter; Alexandra Weinmann; Anand Jeyaraj; Arpan Kumar Kar; Bernd Carsten Stahl; Brian Uzzi; Carl T. Bergstrom; Carlos Flavián; Dashun Wang; Denis Dennehy; Dimitrios Buhalis; Dirk Helbing; Emma Slade; Emmanuel Mogaji; Fabio Silvio Taccone; Fevzi Okumus; Filippo Radicchi; Frantz Rowe; Gareth H. Davies; Gesualdo Scutari; Giampaolo Viglia; Hanaa Albanna; Ilias O. Pappas; Indranil Bose; Iris Junglas; Isa Machado; James A. Evans; Jan Pries‐Heje; Janarthanan Balakrishnan; Jeretta Horn Nord; Jochen Wirtz; John S. Edwards; Juho Pesonen; Julia Neidhardt; Kai R. Larsen; Katy Börner; Laurence Brooks; Laurie Hughes; Lemuria Carter; Ludo Waltman; Manju Ahuja; Manoj Tiwari; Marcello M. Mariani; Marcello Mariani; Margherita Pagani; Marijn Janssen; Markus Zanker; Matthias Fuchs; Mei‐Chih Hu; Michael Wade; Michele Salvagno; Mousa Ahmad Albashrawi; Neeraj Pandey; Nir Kshetri; Nishith Pathak; Norat Roig‐Tierno; Norbert Kailer; Nripendra P. Rana; Nuria Chaparro‐Banegas; Paul Jones; Paul Latreille; Paul Walton; Rahul Dé; Ramakrishnan Raman; Rameshwar Dubey; Rob Law; Robert M. Davison; Roberta Sinatra; Robin Gauld; Rodolfo Baggio; Rohita Dwivedi; Ryan Wright; Samuel Ribeiro‐Navarrete; Sangeeta Khorana; Santo Fortunato; Sascha Kraus; Savvas Papagiannidis; Scott W. Cunningham; Sergio Barbarossa; Siobhán O’Connor; Soumyadeb Chowdhury; Sriparna Basu; Staša Milojević; Stefania Sardellitti; Sunil Mithas; Suprateek Sarker; Sven Laumer; Sven‐Volker Rehm; Tegwen Malik; Tom Crick; Ulrike Gretzel; Varun Grover; Vishnupriya Raghavan; Viswanath Venkatesh; Vittoria Magrelli; Wil van der Aalst; Wolfram Höepken; Yanqing Duan; Yogesh K. Dwivedi; Yves Barlette; Zheng Xiang
NL,Netherlands,Europe,6,10842,"Aston University; Birmingham City University; Bournemouth University; Capgemini (United Kingdom); City University of Hong Kong; College of Charleston; Copenhagen Business School; Cranfield University; Dana-Farber Cancer Institute; Delft University of Technology; ETH Zurich; Fore School of Management; Foundry (United Kingdom); Free University of Bozen-Bolzano; Friedrich-Alexander-Universität Erlangen-Nürnberg; George Washington University; Georgia State University; Government of Tamil Nadu; Humans and management in society; Hunter Water; Indian Institute of Management Ahmedabad; Indian Institute of Management Bangalore; Indian Institute of Management Tiruchirappalli; Indian Institute of Technology Delhi; Indiana University Bloomington; Institute for Scientific Interchange; King Abdulaziz University; King Fahd University of Petroleum and Minerals; King's College London; King's College School; Laboratoire d'Economie et de Management de Nantes Atlantique; Leiden University; Liverpool John Moores University; Loughborough University; Loyola University Chicago; Middle Georgia State College; Monash Institute of Medical Research; Monash University; Montpellier Business School; NEOMA Business School; NIIT (India); National Institute of Technology Tiruchirappalli; National Tsing Hua University; Newcastle University; Northeastern University; Northumbria University; Northwestern University; Oklahoma State University; Prin. L. N. Welingkar Institute of Management Development and Research; Queen's University Belfast; RWTH Aachen University; Radboud University Nijmegen; Rutgers, The State University of New Jersey; SKEMA Business School; Simon Fraser University; Sultan Qaboos University; Swansea University; Symbiosis International University; TBS Education; Tilburg University; Training Programs in Epidemiology and Public Health Interventions Network; Trinity College Dublin; Tulane University; UNSW Sydney; Universidad de Zaragoza; University College Birmingham; University of Arkansas at Fayetteville; University of Bath; University of Bedfordshire; University of Birmingham; University of Bologna; University of Bradford; University of Bristol; University of California, Merced; University of Chicago; University of Colorado Boulder; University of East Anglia; University of Edinburgh; University of Essex; University of Greenwich; University of Johannesburg; University of Louisville; University of Malta; University of Manchester; University of North Carolina at Charlotte; University of North Carolina at Greensboro; University of Otago; University of Reading; University of Sheffield; University of South Florida; University of Strathclyde; University of Washington; University of the West of England; Utrecht University; Western University; Worcester Polytechnic Institute; Wright State University",Abbas Mardani; Abdullah M. Baabdullah; Adil S. Al-Busaidi; Albert Gatt; Albert-Ĺaszló Barabási; Aled Eirug; Alessandro Vespignani; Alex Koohang; Alexander M. Petersen; Alexander Richter; Anand Jeyaraj; Andrew J. Knoblich; Angelo S. DeNisi; Annie Tubadji; Arpan Kumar Kar; Arup Varma; Ashish Malik; Banita Lal; Bernd Carsten Stahl; Biagio Lucini; Bianca Kronemann; Brian Uzzi; Carl T. Bergstrom; Carlos Flavián; Charmi Patel; Crispin Coombs; Dashun Wang; David Guest; Denis Dennehy; Dimitrios Buhalis; Dirk Helbing; Elvira Ismagilova; Emiel Krahmer; Emma Slade; Emmanuel Mogaji; Fang Lee Cooke; Fevzi Okumus; Filippo Radicchi; Frank T. Piller; Frantz Rowe; Gareth H. Davies; Geoffrey Wood; Gert Aarts; Giampaolo Viglia; Greg J. Bamber; Hanaa Albanna; Hatice Kizgin; Herman Aguinis; Ilias O. Pappas; Indranil Bose; Iris Junglas; Jaap Paauwe; Jak Spencer; James A. Evans; Jan Pries‐Heje; Janarthanan Balakrishnan; Jang Bahadur Singh; Jeretta Horn Nord; Jochen Wirtz; John S. Edwards; Jose R. Beltran; Kai R. Larsen; Katy Börner; Kenneth Le Meunier‐FitzHugh; Kuttimani Tamilmani; Laurence Brooks; Laurie Hughes; Lemuria Carter; Leslie Caroline Le Meunier-FitzHugh; Ludo Waltman; Manju Ahuja; Manoj Tiwari; Marcello Mariani; Margherita Pagani; Marijn Janssen; Mark N. K. Saunders; Mei‐Chih Hu; Michael D. Williams; Michael Wade; Mousa Ahmad Albashrawi; Neeraj Pandey; Nir Kshetri; Nishith Pathak; Nripendra P. Rana; P. Vigneswara Ilavarasan; Paul Boselie; Paul Jones; Paul Latreille; Paul Walton; Pawan Budhwar; Prasanta Kumar Dey; Rahul Dé; Ramakrishnan Raman; Rameshwar Dubey; Robert M. Davison; Roberta Sinatra; Robin Gauld; Rohita Dwivedi; Rony Medaglia; Rosalie L. Tung; Ryan Wright; Samuel Ribeiro‐Navarrete; Sangeeta Khorana; Santo Fortunato; Santosh K. Misra; Sascha Kraus; Savvas Papagiannidis; Scott W. Cunningham; Sebastian Gregor Bouschery; Shuang Ren; Siobhán O’Connor; Soumyadeb Chowdhury; Spyridon Samothrakis; Sriparna Basu; Staša Milojević; Stephanie Decker; Steven G. Rogelberg; Sujeet Kumar Sharma; Sunil Mithas; Suprateek Sarker; Sven Laumer; Sven‐Volker Rehm; Tegwen Malik; Tom Crick; Varun Grover; Vassilis Galanos; Vera Blažević; Vijay Pereira; Vishnupriya Raghavan; Viswanath Venkatesh; Wil van der Aalst; Yanqing Duan; Yogesh K. Dwivedi; Yves Barlette
DE,Germany,Europe,6,6883,"Aaron Marcus and Associates; Alibaba Group (United States); Aston University; Baidu (China); Bocconi University; Bournemouth University; Center for Environmental Health; Chongqing University; City University of Hong Kong; College of Charleston; Copenhagen Business School; Coventry University; Cyprus University of Technology; DEVCOM Army Research Laboratory; DePaul University; Delft University of Technology; FORTH Institute of Computer Science; Fore School of Management; Foundation for Research and Technology Hellas; Free University of Bozen-Bolzano; Fresenius (Germany); Friedrich-Alexander-Universität Erlangen-Nürnberg; Georgia State University; Google (United States); Heidelberg University; Helmholtz Zentrum München; Hong Kong Polytechnic University; Huawei Technologies (China); Humans and management in society; IBM (United States); Ideon Innovation (Sweden); Ideon Science Park; Indian Institute of Management Ahmedabad; Indian Institute of Management Bangalore; Indian Institute of Technology Delhi; Intel (United States); King Abdulaziz University; King Fahd University of Petroleum and Minerals; Kyushu University; Laboratoire d'Economie et de Management de Nantes Atlantique; Liverpool John Moores University; Mid Sweden University; Middle Georgia State College; Missouri University of Science and Technology; Montpellier Business School; Mälardalen University; NIIT (India); National Center for Tumor Diseases; National Institute of Technology Tiruchirappalli; National Research Tomsk State University; National Tsing Hua University; National University of Ireland, Maynooth; Northumbria University; Oklahoma State University; Prin. L. N. Welingkar Institute of Management Development and Research; Purdue University West Lafayette; RWTH Aachen University; Radboud University Nijmegen; SKEMA Business School; San Jose State University; Siemens (Germany); SoarTech (United States); Sultan Qaboos University; Swansea University; Symbiosis International University; Södertörn University; TBS Education; TU Wien; Technical University of Munich; Technische Universität Dresden; Technische Universität Ilmenau; The Open University of Japan; Tokyo City University; Tokyo University of Science; Tomsk Polytechnic University; Towson University; Tsinghua University; UNSW Sydney; United States Army Futures Command; Universidad de Zaragoza; University Hospital Carl Gustav Carus; University Hospital Heidelberg; University of Applied Sciences Ravensburg-Weingarten; University of Arkansas at Fayetteville; University of Bedfordshire; University of Bologna; University of Bristol; University of Central Florida; University of Colorado Boulder; University of Crete; University of Eastern Finland; University of Greenwich; University of Johannesburg; University of Louisville; University of Manchester; University of North Carolina at Greensboro; University of Otago; University of Reading; University of Sheffield; University of South Florida; University of Southern California; University of Strathclyde; Virginia Tech; Worcester Polytechnic Institute; Wright State University",Aaron Marcus; Abbas Mardani; Abbas Moallem; Abdullah M. Baabdullah; Adil S. Al-Busaidi; Alex Koohang; Alexander Richter; Ali Nazarpour; Anand Jeyaraj; Andri Ioannou; Arpan Kumar Kar; Bernd Carsten Stahl; Cali Fidopiastis; Carlos Flavián; Chiara Maria Lavinia Löffler; Constantine Stephanidis; Denis Dennehy; Dimitrios Buhalis; Don Harris; Dylan Schmorrow; Emma Slade; Emmanuel Mogaji; Fevzi Okumus; Fiona Fui‐Hoon Nah; Fiona R. Kolbinger; Frank T. Piller; Frantz Rowe; Gabriele Meiselwitz; Gareth H. Davies; Gavriel Salvendy; Giampaolo Viglia; Gino Fragomeni; Gregory Patrick Veldhuizen; Hanaa Albanna; Hannah Sophie Muti; Heidi Krömker; Hirohiko Mori; Ilias O. Pappas; Indranil Bose; Iris Junglas; Jakob Nikolas Kather; James R. Lewis; Jan Clusmann; Jan Pries‐Heje; Janarthanan Balakrishnan; Jan‐Niklas Eckardt; Jeretta Horn Nord; Jessie Y. C. Chen; Jia Zhou; Jianming Dong; Jochen Wirtz; John S. Edwards; Juho Pesonen; Julia Neidhardt; Kai R. Larsen; Keng Siau; Kyeong‐Ah Jeong; Laurence Brooks; Laurie Hughes; Lemuria Carter; Limin Paul Fu; Manju Ahuja; Manoj Tiwari; Marcello Mariani; Margherita Antona; Margherita Pagani; Maria Fischl; Marijn Janssen; Markus Zanker; Masaaki Kurosu; Matthias Fuchs; Mei‐Chih Hu; Michael Wade; Michaela Unger; Mousa Ahmad Albashrawi; Narmin Ghaffari Laleh; Neeraj Pandey; Nir Kshetri; Nishith Pathak; Norbert Streitz; Nripendra P. Rana; Panayiotis Zaphiris; Paul Jones; Paul Latreille; Paul Walton; Pei‐Luen Patrick Rau; Pejvak Oghazi; Rahul Dé; Ramakrishnan Raman; Rameshwar Dubey; Reza Toorajipour; Rob Law; Robert M. Davison; Robin Gauld; Rodolfo Baggio; Rohita Dwivedi; Ryan Wright; Sakae Yamamoto; Samuel Ribeiro‐Navarrete; Sangeeta Khorana; Sascha Kraus; Savvas Papagiannidis; Scott W. Cunningham; Sebastian Gregor Bouschery; Shin’ichi Konomi; Siobhán O’Connor; Sophia J. Wagner; Sophie-Caroline Schwarzkopf; Soumyadeb Chowdhury; Sriparna Basu; Stavroula Ntoa; Sunil Mithas; Suprateek Sarker; Sven Laumer; Sven‐Volker Rehm; Tegwen Malik; Tom Crick; Ulrike Gretzel; Vahid Sohrabpour; Varun Grover; Vera Blažević; Vincent G. Duffy; Vishnupriya Raghavan; Viswanath Venkatesh; Wentao Wang; Wil van der Aalst; Wolfram Höepken; Xiaowen Fang; Yanqing Duan; Yinni Guo; Yogesh K. Dwivedi; Yves Barlette; Zheng Xiang; Zunamys I. Carrero
